,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id,CodigoUFEmitente,ChaveAcesso,DigitoVerificador,NaturezaOperacao,FormaPagamento,ModeloDocumentoFiscal,Serie,Numero,DataEmissao,TipoOperacao,CodigoCidadeFatoGerador,TipoEmissao,Finalidade,CNPJEmitente,NomeEmitente,CodigoProduto,DescricaoProduto,NCMProduto,CFOPProduto,UnidadeComercialProduto,QuantidadeComercialProduto,ValorUnitarioProduto,TOTAIS_ValorProdutos,ICMS_OrigemProduto,ICMS_TributacaoProduto,ICMS_ModalidadeBC,ICMS_ModalidadeBCST,ICMS_Aliquota,ICMS_Valor,ICMS_ValorBC,ICMS_ValorBCST,ICMS_PercentualMargemBCST,ICMS_PercentualReducaoBCST,ICMS_AliquotaICMSST,ICMS_ValorICMSST,IPI_Enquadramento,IPI_CNPJProdutor,IPI_SeloControle,IPI_SeloQuantidade,IPI_CodigoEnquadramento,IPI_CodigoSituacaoTributaria,IPI_ValorBC,IPI_Aliquota,IPI_Valor,IPI_Unidade,IPI_ValorUnitario,II_ValorBC,II_ValorDespesasAduaneiras,II_Valor,II_ValorIOF,PIS_CodigoSituacaoTributaria,PIS_ValorBC,PIS_Aliquota,PIS_Valor,PIS_QuantidadeVendida,PIS_ValorAliquota,COFINS_CodigoSituacaoTributaria,COFINS_ValorBC,COFINS_Aliquota,COFINS_Valor,COFINS_QuantidadeVendida,COFINS_ValorAliquota,TOTAIS_ValorProEIPI
NFe42131207384807000467550010000027111009542701,42,00954270,1,VENDA A ORDEM,1,55,1,2711,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,1,182.87,93735.54,1,00,3,0,17.00,32.64,192.01,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,182.87,5.00,9.14,0,0.00,0.00,0.00,0.00,0.00,01,182.87,1.65,3.02,0,0.00,01,182.87,7.60,13.9,0,0.00,93744.68
NFe42131207384807000467550010000027111009542701,42,00954270,1,VENDA A ORDEM,1,55,1,2711,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,INFRA_PRODUTO_1,MATERIAL DE INFRAESTRUTURA,85177099,6119,UN,1,93552.67,93735.54,0,00,3,0,17.00,15903.95,93552.67,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,93552.67,1.65,1543.62,0,0.00,01,93552.67,7.60,7110,0,0.00,93744.68
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XR-520.,XR AP WITH INTEGRATED CONTROLLER AND 2 300MBPS 802.11N RADIOS,85176241,6119,UN,15,2538.03,61276.46,1,00,3,0,17.00,7442.77,43781.02,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,38070.45,15.00,5710.57,0,0.00,0.00,0.00,0.00,0.00,01,38070.45,1.65,628.16,0,0.00,01,38070.45,7.60,2893.35,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XE-500-MOUNT.,MOUNTING BRACKET AND 15/16" T-BAR CLIPS FOR XR-520 WIRELESS APS,85177099,6119,UN,15,55.28,61276.46,1,00,3,0,17.00,155.06,912.12,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,829.2,10.00,82.92,0,0.00,0.00,0.00,0.00,0.00,01,829.2,1.65,13.68,0,0.00,01,829.2,7.60,63.02,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XS-PWR-BR.,BRAZIL POWER CORD.,85444200,6119,UN,15,6.1,61276.46,1,00,3,0,17.00,16.33,96.08,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,91.5,5.00,4.58,0,0.00,0.00,0.00,0.00,0.00,01,91.5,1.65,1.51,0,0.00,01,91.5,7.60,6.95,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-24P-4G.,EX 2200, 24-PORT 10/100/1000BASET (24-PORTS POE+) WITH 4 SFP UPLINK PORTS (OPTICS NOT INCLUDED),85176239,6119,UN,1,3840.15,61276.46,1,00,3,0,17.00,750.75,4416.17,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,3840.15,15.00,576.02,0,0.00,0.00,0.00,0.00,0.00,01,3840.15,1.65,63.36,0,0.00,01,3840.15,7.60,291.85,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-C-12P-2G.,EX2200-C COMPACT, FANLESS SWITCH WITH 12-PORT 10/100/1000BASET (12-PORTS POE+) AND 2 DUAL-PURPOSE (10/100/1000BASET OR S,85176239,6119,LC,2.0000,2425.82,61276.46,1,00,3,0,17.00,948.5,5579.39,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,4851.64,15.00,727.75,0,0.00,0.00,0.00,0.00,0.00,01,4851.64,1.65,80.05,0,0.00,01,4851.64,7.60,368.72,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX-RMK2.,RACK MOUNT KIT FOR EX2200-C,85177099,6119,UN,2,84.76,61276.46,1,00,3,0,17.00,31.7,186.47,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,169.52,10.00,16.95,0,0.00,0.00,0.00,0.00,0.00,01,169.52,1.65,2.8,0,0.00,01,169.52,7.60,12.88,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,2,182.87,61276.46,1,00,3,0,17.00,65.29,384.03,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,365.74,5.00,18.29,0,0.00,0.00,0.00,0.00,0.00,01,365.74,1.65,6.03,0,0.00,01,365.74,7.60,27.8,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2329.37,61276.46,1,00,3,0,17.00,455.39,2678.78,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2329.37,15.00,349.41,0,0.00,0.00,0.00,0.00,0.00,01,2329.37,1.65,38.43,0,0.00,01,2329.37,7.60,177.03,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_HDMI_03542,CABO HDMI P/ AUDIO E VIDEO 1.4 C/ 15M,85444200,6119,UN,31,118.41,61276.46,0,00,3,0,17.00,624.02,3670.71,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,3670.71,1.65,60.57,0,0.00,01,3670.71,7.60,278.97,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SUPORTE_00143,SUPORTE PROJETOR TELES TETO T025/045,73269090,6119,UN,31,97.79,61276.46,0,00,3,0,17.00,515.35,3031.49,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,3031.49,1.65,50.02,0,0.00,01,3031.49,7.60,230.39,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_VGA_00321,CABO VGA FILTRO DE FERRITE BLINDADO T15 M 8+5 VIAS,85444200,6119,UN,31,82.85,61276.46,0,00,3,0,17.00,436.62,2568.35,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,2568.35,1.65,42.38,0,0.00,01,2568.35,7.60,195.19,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100-RMK.,SRX100 19" RACK MOUNT KIT - HOLDS TWO UNITS,85177091,6119,UN,1,309.79,61276.46,1,00,3,0,17.00,57.93,340.77,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,309.79,10.00,30.98,0,0.00,0.00,0.00,0.00,0.00,01,309.79,1.65,5.11,0,0.00,01,309.79,7.60,23.54,0,0.00,68793.93
NFe42131207384807000467550010000027121000060329,42,00006032,9,VENDA A ORDEM,1,55,1,2712,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_AUDIO-P2-10M,CABO DE AUDIO P2 10 M,85441990,6119,UN,31,37.05,61276.46,0,00,3,0,17.00,195.25,1148.55,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1148.55,1.65,18.95,0,0.00,01,1148.55,7.60,87.29,0,0.00,68793.93
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XR-520.,XR AP WITH INTEGRATED CONTROLLER AND 2 300MBPS 802.11N RADIOS,85176241,6119,UN,5,2538.03,69273.58,1,00,3,0,17.00,2480.92,14593.67,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,12690.15,15.00,1903.52,0,0.00,0.00,0.00,0.00,0.00,01,12690.15,1.65,209.39,0,0.00,01,12690.15,7.60,964.45,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XE-500-MOUNT.,MOUNTING BRACKET AND 15/16" T-BAR CLIPS FOR XR-520 WIRELESS APS,85177099,6119,UN,5,55.28,69273.58,1,00,3,0,17.00,51.69,304.04,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,276.4,10.00,27.64,0,0.00,0.00,0.00,0.00,0.00,01,276.4,1.65,4.56,0,0.00,01,276.4,7.60,21.01,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XS-PWR-BR.,BRAZIL POWER CORD.,85444200,6119,UN,5,6.14,69273.58,1,00,3,0,17.00,5.48,32.24,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,30.7,5.00,1.54,0,0.00,0.00,0.00,0.00,0.00,01,30.7,1.65,0.51,0,0.00,01,30.7,7.60,2.33,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-C-12P-2G.,EX2200-C COMPACT, FANLESS SWITCH WITH 12-PORT 10/100/1000BASET (12-PORTS POE+) AND 2 DUAL-PURPOSE (10/100/1000BASET OR S,85176239,6119,LC,1.0000,2425.82,69273.58,1,00,3,0,17.00,474.25,2789.69,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2425.82,15.00,363.87,0,0.00,0.00,0.00,0.00,0.00,01,2425.82,1.65,40.03,0,0.00,01,2425.82,7.60,184.36,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX-RMK2.,RACK MOUNT KIT FOR EX2200-C,85177099,6119,UN,1,84.76,69273.58,1,00,3,0,17.00,15.85,93.24,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,84.76,10.00,8.48,0,0.00,0.00,0.00,0.00,0.00,01,84.76,1.65,1.4,0,0.00,01,84.76,7.60,6.44,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,1,182.87,69273.58,1,00,3,0,17.00,32.64,192.01,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,182.87,5.00,9.14,0,0.00,0.00,0.00,0.00,0.00,01,182.87,1.65,3.02,0,0.00,01,182.87,7.60,13.9,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2329.37,69273.58,1,00,3,0,17.00,455.39,2678.78,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2329.37,15.00,349.41,0,0.00,0.00,0.00,0.00,0.00,01,2329.37,1.65,38.43,0,0.00,01,2329.37,7.60,177.03,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_HDMI_03542,CABO HDMI P/ AUDIO E VIDEO 1.4 C/ 15M,85444200,6119,UN,12,118.41,69273.58,0,00,3,0,17.00,241.56,1420.92,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1420.92,1.65,23.45,0,0.00,01,1420.92,7.60,107.99,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SUPORTE_00143,SUPORTE PROJETOR TELES TETO T025/045,73269090,6119,UN,12,97.79,69273.58,0,00,3,0,17.00,199.49,1173.48,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1173.48,1.65,19.36,0,0.00,01,1173.48,7.60,89.18,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_VGA_00321,CABO VGA FILTRO DE FERRITE BLINDADO T15 M 8+5 VIAS,85444200,6119,UN,12,82.85,69273.58,0,00,3,0,17.00,169.01,994.2,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,994.2,1.65,16.4,0,0.00,01,994.2,7.60,75.56,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100-RMK.,SRX100 19" RACK MOUNT KIT - HOLDS TWO UNITS,85177091,6119,UN,1,309.79,69273.58,1,00,3,0,17.00,57.93,340.77,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,309.79,10.00,30.98,0,0.00,0.00,0.00,0.00,0.00,01,309.79,1.65,5.11,0,0.00,01,309.79,7.60,23.54,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,INFRA_PRODUTO_1,MATERIAL DE INFRAESTRUTURA,85177099,6119,UN,1,46910.52,69273.58,0,00,3,0,17.00,7974.79,46910.52,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,46910.52,1.65,774.02,0,0.00,01,46910.52,7.60,3565.2,0,0.00,71968.16
NFe42131207384807000467550010000027131007002151,42,00700215,1,VENDA A ORDEM,1,55,1,2713,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_AUDIO-P2-10M,CABO DE AUDIO P2 10 M,85441990,6119,UN,12,37.05,69273.58,0,00,3,0,17.00,75.58,444.6,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,444.6,1.65,7.34,0,0.00,01,444.6,7.60,33.79,0,0.00,71968.16
NFe42131207384807000467550010000027141600008691,42,60000869,1,VENDA A ORDEM,1,55,1,2714,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,1,182.87,182.87,1,00,3,0,17.00,32.64,192.01,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,182.87,5.00,9.14,0,0.00,0.00,0.00,0.00,0.00,01,182.87,1.65,3.02,0,0.00,01,182.87,7.60,13.9,0,0.00,192.01
NFe42131207384807000467550010000027151001305033,42,00130503,3,VENDA A ORDEM,1,55,1,2715,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,1,182.87,182.87,1,00,3,0,17.00,32.64,192.01,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,182.87,5.00,9.14,0,0.00,0.00,0.00,0.00,0.00,01,182.87,1.65,3.02,0,0.00,01,182.87,7.60,13.9,0,0.00,192.01
NFe42131207384807000467550010000027161806001000,42,80600100,0,VENDA A ORDEM,1,55,1,2716,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2329.37,2329.37,1,00,3,0,17.00,455.39,2678.78,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2329.37,15.00,349.41,0,0.00,0.00,0.00,0.00,0.00,01,2329.37,1.65,38.43,0,0.00,01,2329.37,7.60,177.03,0,0.00,2678.78
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XR-520.,XR AP WITH INTEGRATED CONTROLLER AND 2 300MBPS 802.11N RADIOS,85176241,6119,UN,7,2538.03,25092.29,1,00,3,0,17.00,3473.29,20431.14,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,17766.21,15.00,2664.93,0,0.00,0.00,0.00,0.00,0.00,01,17766.21,1.65,293.14,0,0.00,01,17766.21,7.60,1350.23,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XE-500-MOUNT.,MOUNTING BRACKET AND 15/16" T-BAR CLIPS FOR XR-520 WIRELESS APS,85177099,6119,UN,7,55.28,25092.29,1,00,3,0,17.00,72.36,425.66,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,386.96,10.00,38.7,0,0.00,0.00,0.00,0.00,0.00,01,386.96,1.65,6.38,0,0.00,01,386.96,7.60,29.41,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XS-PWR-BR.,BRAZIL POWER CORD.,85444200,6119,UN,7,6.14,25092.29,1,00,3,0,17.00,7.67,45.13,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,42.98,5.00,2.15,0,0.00,0.00,0.00,0.00,0.00,01,42.98,1.65,0.71,0,0.00,01,42.98,7.60,3.27,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-24P-4G.,EX 2200, 24-PORT 10/100/1000BASET (24-PORTS POE+) WITH 4 SFP UPLINK PORTS (OPTICS NOT INCLUDED),85176239,6119,UN,1,377.01,25092.29,1,00,3,0,17.00,73.71,433.56,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,377.01,15.00,56.55,0,0.00,0.00,0.00,0.00,0.00,01,377.01,1.65,6.22,0,0.00,01,377.01,7.60,28.65,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,1,182.87,25092.29,1,00,3,0,17.00,32.64,192.01,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,182.87,5.00,9.14,0,0.00,0.00,0.00,0.00,0.00,01,182.87,1.65,3.02,0,0.00,01,182.87,7.60,13.9,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2329.37,25092.29,1,00,3,0,17.00,455.39,2678.78,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2329.37,15.00,349.41,0,0.00,0.00,0.00,0.00,0.00,01,2329.37,1.65,38.43,0,0.00,01,2329.37,7.60,177.03,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_HDMI_03542,CABO HDMI P/ AUDIO E VIDEO 1.4 C/ 15M,85444200,6119,UN,11,118.41,25092.29,0,00,3,0,17.00,221.43,1302.51,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1302.51,1.65,21.49,0,0.00,01,1302.51,7.60,98.99,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SUPORTE_00143,SUPORTE PROJETOR TELES TETO T025/045,73269090,6119,UN,11,97.79,25092.29,0,00,3,0,17.00,182.87,1075.69,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1075.69,1.65,17.75,0,0.00,01,1075.69,7.60,81.75,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_VGA_00321,CABO VGA FILTRO DE FERRITE BLINDADO T15 M 8+5 VIAS,85444200,6119,UN,11,82.85,25092.29,0,00,3,0,17.00,154.93,911.35,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,911.35,1.65,15.04,0,0.00,01,911.35,7.60,69.26,0,0.00,28244.15
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100-RMK.,SRX100 19" RACK MOUNT KIT - HOLDS TWO UNITS,85177091,6119,UN,1,309.79,25092.29,1,00,3,0,17.00,57.93,340.77,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,309.79,10.00,30.98,0,0.00,0.00,0.00,0.00,0.00,01,309.79,1.65,5.11,0,0.00,01,309.79,7.60,23.54,0,0.00,28244.15
