"Id";"CodigoUFEmitente";"ChaveAcesso";"DigitoVerificador";"NaturezaOperacao";"FormaPagamento";"ModeloDocumentoFiscal";"Serie";"Numero";"DataEmissao";"TipoOperacao";"CodigoCidadeFatoGerador";"TipoEmissao";"Finalidade";"CNPJEmitente";"NomeEmitente";"CodigoProduto";"DescricaoProduto";"NCMProduto";"CFOPProduto";"UnidadeComercialProduto";"QuantidadeComercialProduto";"ValorUnitarioProduto";"TOTAIS_ValorProdutos";"ICMS_OrigemProduto";"ICMS_TributacaoProduto";"ICMS_ModalidadeBC";"ICMS_ModalidadeBCST";"ICMS_Aliquota";"ICMS_Valor";"ICMS_ValorBC";"ICMS_ValorBCST";"ICMS_PercentualMargemBCST";"ICMS_PercentualReducaoBCST";"ICMS_AliquotaICMSST";"ICMS_ValorICMSST";"IPI_Enquadramento";"IPI_CNPJProdutor";"IPI_SeloControle";"IPI_SeloQuantidade";"IPI_CodigoEnquadramento";"IPI_CodigoSituacaoTributaria";"IPI_ValorBC";"IPI_Aliquota";"IPI_Valor";"IPI_Unidade";"IPI_ValorUnitario";"II_ValorBC";"II_ValorDespesasAduaneiras";"II_Valor";"II_ValorIOF";"PIS_CodigoSituacaoTributaria";"PIS_ValorBC";"PIS_Aliquota";"PIS_Valor";"PIS_QuantidadeVendida";"PIS_ValorAliquota";"COFINS_CodigoSituacaoTributaria";"COFINS_ValorBC";"COFINS_Aliquota";"COFINS_Valor";"COFINS_QuantidadeVendida";"COFINS_ValorAliquota";"TOTAIS_ValorProEIPI"
"NFe35141261797924000740550050004925401781894911";"35";"78189491";"1";"Vda.Mercad.Adquirida ou Receb.Terceiros a Ordem /";"1";"55";"5";"492540";"23/12/2014";"1";"3527306";"1";"1";"61.797.924/0007-40";"HEWLETT-PACKARD BRASIL LTDA";"QY777AA";"Mouse USB HP";"84716053";"5119";"UM";"1,00";"63,110000";"63,11";"1";"00";"3";"0";"12,00";"8,71";"72,58";"0,00";"0,00";"0,00";"0,00";"0,00";"0";"Nao informado";"0";"0";"0";"50";"63,11";"15,00";"9,47";"0";"0,00";"0,00";"0,00";"0,00";"0,00";"01";"63,11";"1,65";"1,04";"0";"0,00";"01";"63,11";"7,60";"4,8";"0";"0,00";"72,58"
"NFe35141261797924000740550050004925401781894911";"35";"78189491";"1";"Vda.Mercad.Adquirida ou Receb.Terceiros a Ordem /";"1";"55";"5";"492540";"23/12/2014";"1";"3527306";"1";"1";"61.797.924/0007-40";"HEWLETT-PACKARD BRASIL LTDA";"QY776AA#AC4";"Teclado HP USB";"84716052";"5119";"UM";"1,00";"72,670000";"72,67";"1";"00";"3";"0";"12,00";"10,03";"83,57";"0,00";"0,00";"0,00";"0,00";"0,00";"0";"Nao informado";"0";"0";"0";"50";"72,67";"15,00";"10,9";"0";"0,00";"0,00";"0,00";"0,00";"0,00";"01";"72,67";"1,65";"1,2";"0";"0,00";"01";"72,67";"7,60";"5,52";"0";"0,00";"83,57"
